n_words_q,n_words_a_solution,n_words_a_lecture,Text_Length,Word_Count,Nouns,Verbs,Adjectives,Adverbs,Num_Numbers,Num_Commas,Num_Complex_Words,Num_Unique_Words,Num_Content_Words,Num_Content_Words_No_Stopwords,Word_Length_Syllables,Avg_Sentence_Length,Num_Prepositional_Phrases,Num_Negated_Words_Stem,Num_Negated_Words_Lead_In,Num_Main_Noun_Phrases,Avg_Main_NP_Length,Num_Verb_Phrases,Prop_Active_Voice_Verbs,Prop_Passive_Voice_Verbs,Ratio_Active_to_Passive_Verbs,Num_Words_Before_Main_Verb,Num_Agentless_Passive_Constructions,Word_Length_Std_Dev,Num_Polysemic_Words,Num_Word_Senses,Num_Word_Senses_For_Content_Words,Num_Word_Senses_For_Nouns,Num_Word_Senses_For_Verbs,Num_Word_Senses_For_Non_Auxiliary_Verbs,Num_Word_Senses_For_Adjectives,Num_Word_Senses_For_Adverbs,Distance_To_Root_Nouns,Distance_To_Root_Verbs,flesch_kincaid_grade,flesch_kincaid_ease,coleman_liau_index,automated_readability_index,smog_index,gunning_fog,traenkle_bailer_index,education_level
8,26,72,647,110,34,16,11,6,8,4,17,57,68,52,1.5363636363636364,14.11111111111111,12,0,0,35,2.2857142857142856,9,0.6666666666666666,0.3333333333333333,2.0,9.375,3,2.59122805054232,42,466,336,77,191,127,56,18,5.6115079365079366,1.6235317383813623,7.1,67.04,8.16,6.9,10.7,6.48,79.88567991919192,elementary
21,182,273,2499,436,133,95,43,17,2,11,62,121,308,237,1.4954128440366972,10.617021276595745,50,5,7,125,1.896,54,0.5625,0.4375,1.2857142857142858,4.827586206896552,6,2.2215892793260252,101,1180,972,244,533,449,70,30,6.025857830113149,1.6019665752852725,4.6,78.96,7.45,5.4,9.6,4.72,75.83514724497363,middle
29,24,1,205,49,7,7,5,0,0,0,0,23,19,19,1.0408163265306123,7.125,4,0,0,17,1.4705882352941178,5,1.0,0.0,4.0,1.6,0,1.2929823723638496,17,210,151,30,72,46,22,0,8.099603174603175,1.5537393162393163,-1.5,116.04,-2.91,-3.4,3.1,2.44,119.07250440816325,elementary
9,26,75,514,93,31,6,11,2,0,19,12,48,52,39,1.4086021505376345,24.0,18,4,1,24,2.1666666666666665,7,1.0,0.0,1.0,4.333333333333333,0,2.488451764464709,36,343,244,102,59,33,36,2,5.481150793650794,2.042055167055167,8.2,69.52,7.37,9.3,11.2,10.02,-31.387315354838705,elementary
21,140,273,2304,400,121,88,40,16,2,10,56,122,281,219,1.4975,10.880952380952381,52,3,6,114,1.9298245614035088,49,0.5172413793103449,0.4827586206896552,1.0714285714285714,4.8076923076923075,5,2.2331088195607487,102,1153,937,251,486,402,56,28,6.051032647907648,1.7064489976248378,4.7,78.65,7.92,5.6,9.6,4.84,56.87093219047617,middle
6,44,254,1663,288,78,48,28,12,0,18,35,124,185,145,1.5034722222222223,12.76923076923077,34,3,3,80,1.9875,31,0.76,0.24,3.1666666666666665,3.1,6,2.7619601729412357,90,889,732,201,275,217,71,11,6.066164268737799,1.7220247064547813,6.4,68.77,8.56,6.8,9.4,6.08,69.98389422222223,middle
6,31,254,1577,282,70,42,29,12,0,18,27,128,174,141,1.4645390070921986,13.08,32,3,3,79,2.1265822784810124,27,0.8636363636363636,0.13636363636363635,6.333333333333333,3.0,3,2.5935468158996606,94,917,777,181,296,251,93,11,6.248577235772357,1.5663642584789201,5.3,76.93,7.29,5.9,8.6,5.94,75.34233545304966,elementary
32,36,268,1742,305,91,61,31,17,0,2,39,169,222,173,1.5377049180327869,12.107142857142858,30,4,4,93,1.7956989247311828,42,0.8888888888888888,0.1111111111111111,8.0,2.6842105263157894,3,2.575547053142462,131,1347,1182,367,461,396,89,30,6.035429094714808,1.9064503320679846,5.3,76.93,8.33,6.5,9.3,7.55,94.61962926463698,high
14,1,264,1693,298,67,64,23,6,0,16,34,109,164,139,1.4597315436241611,18.5,26,0,0,82,1.7073170731707317,48,0.7692307692307693,0.23076923076923078,3.3333333333333335,3.625,6,2.3836395090554734,80,729,550,111,249,165,99,26,4.9511111111111115,1.58349982464815,7.4,71.55,8.93,8.9,10.5,8.25,103.11803774496644,middle
11,106,154,1607,268,82,44,32,17,0,8,38,119,176,157,1.6604477611940298,16.61111111111111,28,1,1,66,2.212121212121212,32,0.6956521739130435,0.30434782608695654,2.2857142857142856,4.352941176470588,7,2.612888953524131,86,739,613,175,256,204,73,35,5.507345085470085,1.9687911578217705,9.1,56.35,10.43,9.6,11.4,9.09,83.53674325704809,high
11,1,86,620,94,32,30,4,1,0,6,19,62,67,57,1.627659574468085,10.272727272727273,10,1,1,27,1.8148148148148149,25,0.5833333333333334,0.4166666666666667,1.4,4.454545454545454,3,2.383928382200732,48,398,262,101,162,104,10,1,5.163188140362053,1.3838515026234324,5.4,71.31,11.97,9.3,9.1,6.38,86.26447051450674,elementary
16,43,123,941,164,52,34,10,2,0,7,15,68,105,90,1.3658536585365855,6.9655172413793105,16,2,2,56,1.5714285714285714,28,0.8636363636363636,0.13636363636363635,6.333333333333333,3.0625,3,2.2364254404615425,43,536,430,87,233,194,17,1,6.763623376623376,1.6689708109350967,3.5,87.11,7.11,5.5,7.7,5.07,99.70304362657694,elementary
14,1,264,1691,298,66,65,23,6,0,16,34,109,164,139,1.4597315436241611,18.5,26,0,0,82,1.7073170731707317,48,0.7692307692307693,0.23076923076923078,3.3333333333333335,3.625,6,2.3852263070475557,80,729,550,111,250,166,89,26,5.12183908045977,1.62516159451144,7.4,71.55,8.87,8.9,10.5,8.25,103.11803774496644,middle
17,21,165,1049,177,50,33,12,7,0,8,22,92,114,91,1.5480225988700564,12.117647058823529,14,3,0,54,1.8703703703703705,24,1.0,0.0,14.0,3.5833333333333335,0,2.8541531897554946,65,698,567,160,259,188,30,23,5.689889032536092,1.6523397408773348,6.0,69.89,8.73,6.6,9.2,6.66,118.1917434868727,middle
7,28,88,567,97,40,16,5,3,30,8,5,48,66,52,1.3298969072164948,11.909090909090908,9,0,0,35,1.8857142857142857,8,0.6666666666666666,0.3333333333333333,2.0,1.8333333333333333,2,1.8124989692551154,37,362,284,123,95,56,45,4,6.740809354044647,1.5970009157509155,2.6,94.86,3.63,2.7,6.1,5.18,101.60434570946578,middle
8,30,85,571,108,31,18,11,2,0,9,5,57,69,56,1.2962962962962963,13.1,12,1,1,31,1.8387096774193548,13,0.7777777777777778,0.2222222222222222,3.5,6.75,2,2.132184457877476,38,416,355,80,134,102,43,2,5.48140589569161,1.9194781826360774,3.7,86.6,4.15,3.2,6.6,4.76,78.22006204444446,elementary
16,41,219,1378,239,98,30,13,3,0,14,46,87,156,131,1.5857740585774058,16.470588235294116,32,0,0,77,2.1948051948051948,21,0.8666666666666667,0.13333333333333333,6.5,3.1,1,2.5131018180499702,63,524,407,169,161,97,39,10,5.780899470899471,1.6457259735878158,7.6,65.62,8.69,8.0,11.4,8.81,47.64573382229881,middle
12,35,96,781,120,37,42,7,5,0,8,23,66,91,72,1.625,9.666666666666666,9,3,3,31,1.8064516129032258,37,0.5384615384615384,0.46153846153846156,1.1666666666666667,4.142857142857143,4,2.3508863576673944,53,618,455,98,347,263,16,13,5.200308270161211,1.2806021861179757,5.2,71.82,11.15,8.6,8.6,5.2,125.16206133333333,elementary
14,35,122,818,153,55,23,15,3,0,3,11,55,96,85,1.3660130718954249,10.9375,20,0,0,45,1.9777777777777779,14,0.375,0.625,0.6,5.1,5,2.087496161396597,43,770,702,172,303,277,39,5,6.336580726965343,1.8352899149179143,3.5,87.11,5.6,3.8,7.9,4.62,55.94576699346402,elementary
8,27,145,947,163,55,24,21,11,6,6,19,66,115,89,1.521472392638037,13.428571428571429,13,0,0,46,2.652173913043478,17,0.8,0.2,4.0,4.769230769230769,3,2.0585541955922113,53,572,425,98,196,132,65,20,5.325259462759463,1.541178564543226,6.8,67.86,8.11,6.6,10.1,5.96,116.33913366520595,elementary
28,36,268,1714,297,89,58,26,16,0,4,40,175,208,167,1.5488215488215489,11.928571428571429,32,4,4,93,1.7526881720430108,41,0.8928571428571429,0.10714285714285714,8.333333333333334,2.5789473684210527,3,2.7008362468990175,134,1362,1176,353,492,427,74,32,5.948444967730681,1.8923537382684494,6.4,68.77,8.51,6.5,9.5,7.63,83.27653802405001,middle
16,44,219,1428,243,97,32,19,2,0,14,48,87,158,135,1.5843621399176955,16.647058823529413,31,0,0,81,2.2098765432098766,20,0.8571428571428571,0.14285714285714285,6.0,3.3333333333333335,1,2.5477073448227774,63,522,405,184,161,97,26,10,5.94441798941799,1.4628675320780584,7.7,65.32,9.33,8.6,11.7,8.87,55.23975590026623,middle
10,58,323,2044,365,112,71,31,23,0,13,49,107,264,180,1.4493150684931506,11.31578947368421,30,14,17,118,1.7457627118644068,36,0.5384615384615384,0.46153846153846156,1.1666666666666667,3.130434782608696,8,2.537799804481472,80,816,626,238,264,161,53,34,5.753471181596182,1.4159114068888503,4.7,78.65,6.76,4.9,9.4,4.83,115.04259013698629,elementary
29,29,59,676,110,32,21,13,5,0,4,17,68,75,58,1.5818181818181818,12.9,10,1,1,34,1.8823529411764706,19,0.8,0.2,4.0,4.0,2,2.58771733227096,52,498,355,149,178,107,29,24,6.299834761198398,1.7627469161303746,6.6,68.36,9.2,7.5,9.4,7.02,103.10764203636361,high
6,40,254,1634,291,80,47,24,12,0,20,34,129,183,147,1.4982817869415808,13.44,32,3,3,78,2.0384615384615383,33,0.8333333333333334,0.16666666666666666,5.0,3.263157894736842,4,2.658386016700844,95,964,824,190,339,294,75,11,6.479012345679012,1.5673366999200855,5.5,76.62,7.64,6.3,9.0,6.02,79.35073719532645,middle
38,41,236,2067,322,95,55,43,14,0,4,80,149,221,192,1.7670807453416149,35.7,24,1,0,100,2.14,38,0.8846153846153846,0.11538461538461539,7.666666666666667,6.2727272727272725,3,2.837131173932229,121,1139,983,242,374,335,163,58,5.982783778066796,1.8330645973503115,17.1,30.23,13.76,20.0,19.1,17.75,104.94974844223601,high
18,26,119,795,144,41,18,22,3,0,8,8,64,85,75,1.375,15.0,19,1,1,38,2.1842105263157894,14,0.8333333333333334,0.16666666666666666,5.0,6.7,1,2.1913546285402306,46,465,353,88,156,117,42,17,6.391326530612245,1.8672536040957093,6.0,75.1,7.18,6.4,8.0,6.07,51.20261777777776,elementary
11,103,154,1700,286,75,57,27,18,0,11,36,116,180,161,1.5944055944055944,18.705882352941178,34,0,0,70,2.0428571428571427,45,0.75,0.25,3.0,5.0588235294117645,6,2.586006516458141,82,762,634,160,225,199,88,29,5.616957502374169,2.0452077615870725,8.7,62.88,10.5,10.3,11.2,9.38,64.23412558782391,high
11,1,127,878,135,41,41,8,3,0,8,25,74,93,78,1.674074074074074,12.076923076923077,16,2,2,41,1.7317073170731707,31,0.6428571428571429,0.35714285714285715,1.8,4.333333333333333,3,2.4949221407370996,57,517,364,111,225,167,15,3,5.2160211187988965,1.355908124623914,6.2,69.38,12.27,9.7,9.9,7.12,69.96988474074072,middle
11,82,154,1561,243,60,52,32,18,0,11,37,110,163,148,1.6666666666666667,16.41176470588235,17,0,0,62,2.064516129032258,44,0.7857142857142857,0.21428571428571427,3.6666666666666665,4.235294117647059,6,2.6262238292294415,83,729,619,154,263,237,67,32,5.697286972286973,1.8720878038607847,8.9,56.76,12.17,10.9,11.9,9.2,125.94795427547808,high
16,147,1,894,142,52,36,9,4,0,5,49,51,101,82,1.8380281690140845,15.454545454545455,14,2,2,43,2.0,25,1.0,0.0,17.0,6.3,0,2.688859292116091,31,287,136,42,142,46,6,18,6.224107142857143,1.3579519805430738,8.3,58.38,11.47,10.0,12.2,7.7,91.66476327784893,middle
26,87,86,1028,172,50,29,13,7,14,8,31,100,99,88,1.5872093023255813,16.833333333333332,18,1,1,59,1.8305084745762712,20,0.8571428571428571,0.14285714285714285,6.0,5.125,2,2.497612434811849,76,588,475,158,214,175,27,31,6.261654135338347,2.2737195516698625,7.9,64.81,8.75,8.4,10.9,8.19,83.1469105736434,high
32,36,268,1741,305,91,61,31,17,0,2,39,169,222,173,1.5377049180327869,12.107142857142858,30,4,4,92,1.8043478260869565,42,0.8888888888888888,0.1111111111111111,8.0,2.6842105263157894,3,2.575672263867687,131,1347,1182,367,461,396,89,30,6.035429094714808,1.9064503320679846,5.3,76.93,8.33,6.5,9.3,7.55,94.61962926463698,middle
6,40,183,1249,220,68,37,21,4,0,14,20,79,142,110,1.45,12.7,13,2,2,67,2.044776119402985,23,0.9375,0.0625,15.0,2.5,1,2.5323689624506676,61,620,443,141,214,137,50,18,7.14984639016897,1.690000624631319,5.2,77.23,7.81,6.1,7.7,5.31,142.21377556363637,elementary
11,1,86,662,105,32,33,5,3,0,6,19,70,73,58,1.561904761904762,10.416666666666666,11,1,1,30,1.8,26,0.5714285714285714,0.42857142857142855,1.3333333333333333,4.333333333333333,3,2.3580613890947006,49,473,317,89,216,145,10,6,5.068157084461432,1.5151661647438284,5.5,71.0,10.64,8.0,9.1,6.19,88.13380952380953,elementary
6,29,131,1054,151,43,32,24,14,0,10,38,84,113,93,1.8344370860927153,10.0,6,1,0,39,1.8461538461538463,19,0.8,0.2,4.0,2.4444444444444446,2,3.1458975187745133,63,526,432,101,150,111,56,34,5.118301936159079,1.606789242503528,9.6,44.3,14.24,11.6,11.7,9.87,168.06132688741724,high
37,49,40,755,123,39,21,14,3,0,4,13,70,77,73,1.5284552845528456,12.818181818181818,11,1,1,38,1.9473684210526316,20,1.0,0.0,11.0,2.375,0,2.9994601492808775,54,673,576,139,283,231,55,7,5.659505558544021,1.6463046322628203,6.5,68.47,10.25,8.2,9.3,7.1,104.98231775905394,high
6,35,137,1019,157,47,30,25,11,0,12,25,92,114,95,1.6496815286624205,15.384615384615385,10,8,3,46,2.0652173913043477,15,0.7272727272727273,0.2727272727272727,2.6666666666666665,4.3,3,2.566222988358722,63,553,409,116,164,99,41,11,5.66973886328725,1.470054945054945,8.0,59.19,11.82,10.3,10.2,7.64,134.43597834394905,middle
10,71,201,1591,268,77,49,27,5,2,12,28,93,167,155,1.544776119402985,13.954545454545455,26,0,0,82,1.8780487804878048,40,0.8275862068965517,0.1724137931034483,4.8,2.736842105263158,5,2.269917535545679,65,626,519,98,241,183,62,14,5.082763390455697,1.8202062613834231,6.0,75.3,9.44,8.1,8.3,6.05,94.79205741112618,high
36,62,173,1447,249,74,52,15,14,13,9,34,96,164,134,1.5060240963855422,17.6875,30,0,0,76,1.4605263157894737,40,0.9259259259259259,0.07407407407407407,12.5,6.214285714285714,2,2.235956173109032,77,933,750,181,416,352,58,37,5.560971708030531,1.4891132452150382,7.1,72.36,8.93,8.6,10.3,7.75,63.08766306024094,middle
9,20,62,427,78,30,11,2,2,0,8,9,43,49,37,1.3974358974358974,15.285714285714286,10,0,0,32,1.59375,6,0.8333333333333334,0.16666666666666666,5.0,3.75,1,2.2903909843682753,30,381,313,141,110,71,4,3,7.1676437241563296,2.309798534798535,4.1,85.59,5.43,5.3,8.8,7.0,55.55157365567766,elementary
14,1,264,1693,298,66,65,23,6,0,16,34,109,164,139,1.4630872483221478,18.5,26,0,0,82,1.7073170731707317,48,0.7692307692307693,0.23076923076923078,3.3333333333333335,3.625,6,2.3836395090554734,80,730,551,111,249,165,99,26,5.12183908045977,1.58349982464815,7.4,71.55,8.93,8.9,10.5,8.25,103.11803774496644,middle
21,34,268,1665,291,87,59,30,17,0,2,39,160,213,165,1.5601374570446735,11.642857142857142,26,4,4,88,1.8409090909090908,39,0.8846153846153846,0.11538461538461539,7.666666666666667,2.6315789473684212,3,2.5578924172386537,123,1278,1118,352,440,375,79,30,6.075075173582635,1.9262093180765731,6.3,69.07,8.33,6.3,8.9,7.31,106.0231767226313,high
32,67,94,981,168,45,29,13,6,0,9,21,98,93,86,1.5357142857142858,16.416666666666668,19,1,0,57,1.7543859649122806,24,0.9473684210526315,0.05263157894736842,18.0,4.333333333333333,1,2.271876515679127,66,634,532,121,212,186,27,31,5.565740740740741,2.4021642608599127,6.4,74.08,8.98,8.3,10.3,8.24,73.14371885714283,high
10,22,164,869,156,40,40,9,6,22,5,5,77,95,75,1.3653846153846154,10.526315789473685,15,1,1,49,1.8979591836734695,24,0.8125,0.1875,4.333333333333333,2.7857142857142856,3,1.9583936580578238,56,745,619,90,440,362,50,11,6.084130781499202,1.692227657703848,2.4,95.37,3.34,2.0,5.8,4.83,98.58281538461536,elementary
7,28,72,636,104,30,17,14,3,14,4,15,56,64,53,1.4807692307692308,13.666666666666666,12,0,0,33,2.606060606060606,9,0.6666666666666666,0.3333333333333333,2.0,9.625,3,2.499334230876922,41,458,313,66,194,130,73,14,5.893809523809524,1.8278452312098927,6.9,67.55,8.63,7.2,11.0,6.33,72.53678379487178,elementary
6,30,254,1559,275,75,42,28,12,0,22,33,125,177,142,1.52,12.88,25,3,3,76,2.0921052631578947,28,0.8636363636363636,0.13636363636363635,6.333333333333333,3.111111111111111,3,2.64968421633239,93,898,741,180,317,253,67,11,6.598042929292929,1.6061661441454678,5.2,77.33,7.87,6.2,9.0,5.97,103.12360811636361,middle
27,58,51,723,132,33,24,16,7,0,2,7,70,92,72,1.3333333333333333,13.636363636363637,13,2,2,37,1.9189189189189189,15,1.0,0.0,8.0,5.285714285714286,0,2.0049868956655637,53,548,434,152,180,115,74,8,6.362108922823209,2.0674685258718872,4.4,84.68,7.06,5.7,8.6,6.62,93.2468303030303,middle
25,38,363,2236,369,98,63,34,20,0,27,54,156,236,193,1.5799457994579946,14.827586206896552,40,3,3,106,2.0377358490566038,40,0.8125,0.1875,4.333333333333333,4.0,6,2.8744638000184484,108,1018,865,214,355,310,70,25,5.707773526077097,1.6503004387935463,8.3,58.48,10.14,8.7,10.7,7.39,80.15808295673298,high
6,47,254,1656,295,79,48,27,13,0,17,34,125,187,144,1.494915254237288,13.0,35,3,3,83,2.0120481927710845,31,0.84,0.16,5.25,3.25,4,2.641010836051045,92,921,751,180,329,271,65,17,6.44398148148148,1.6623104207404957,5.3,76.93,7.69,6.2,9.1,6.02,69.07931240677965,middle
6,29,131,1052,151,43,32,24,14,0,10,38,84,113,93,1.8344370860927153,10.0,6,1,0,39,1.8461538461538463,19,0.8,0.2,4.0,2.4444444444444446,2,3.125378798146252,63,526,432,101,150,111,56,34,5.11830193615908,1.606789242503528,9.6,44.3,14.18,11.5,11.5,9.6,168.06132688741724,high
18,26,119,784,144,45,18,19,3,0,8,8,64,85,75,1.3402777777777777,15.0,19,1,1,39,2.1794871794871793,15,0.8571428571428571,0.14285714285714285,6.0,5.9,1,2.143708494901093,47,483,371,99,156,117,41,17,6.539285714285715,1.8672536040957093,4.9,83.56,6.71,6.0,8.0,6.07,51.20261777777776,middle
11,1,127,975,147,44,42,12,6,0,8,29,78,104,87,1.727891156462585,12.214285714285714,15,2,2,45,1.8888888888888888,31,0.6666666666666666,0.3333333333333333,2.0,4.923076923076923,3,2.505156882247892,58,543,404,110,219,161,28,10,5.324278301064015,1.2145747912905809,7.4,60.82,13.02,10.4,10.5,7.19,90.02946236734694,middle
14,35,122,812,152,58,23,14,2,0,3,11,55,97,85,1.3486842105263157,10.294117647058824,20,0,0,48,1.875,14,0.5,0.5,1.0,4.6,4,2.0734333103624953,42,613,555,171,179,153,40,5,6.284520651762032,1.8234111126968269,3.2,87.82,5.25,3.5,7.7,4.09,55.40672260061922,elementary
7,28,126,834,127,45,20,12,7,36,13,22,63,88,68,1.7244094488188977,14.083333333333334,11,0,0,44,1.9318181818181819,8,0.7142857142857143,0.2857142857142857,2.5,2.2,2,2.845931165479657,42,416,306,89,113,74,52,25,6.929981634527089,1.735934065934066,6.9,67.55,8.22,6.9,10.7,7.07,107.42009898162728,middle
17,135,530,3396,601,222,79,54,8,0,27,120,130,392,332,1.5657237936772046,17.2,73,1,1,172,2.4244186046511627,48,0.918918918918919,0.08108108108108109,11.333333333333334,5.111111111111111,1,2.41793098268227,96,831,619,189,284,194,64,31,5.932142857142857,1.2975449268776336,8.0,64.61,8.23,7.9,11.7,7.9,62.27447136638935,middle
17,38,435,2673,447,153,94,25,11,0,10,65,148,286,251,1.505592841163311,13.75,34,4,4,138,1.9275362318840579,71,0.7948717948717948,0.20512820512820512,3.875,3.1666666666666665,6,2.6307982914252297,113,1397,1168,235,713,623,76,17,5.61316898732153,1.5975729867907131,5.8,75.81,10.08,8.2,9.9,7.02,120.60161485458615,middle
25,176,1,995,179,62,32,8,5,3,8,22,96,114,92,1.4692737430167597,14.857142857142858,25,1,2,52,2.0384615384615383,26,0.6923076923076923,0.3076923076923077,2.25,6.5,4,2.210272201623196,75,698,541,195,247,157,41,13,5.978308784711223,1.9677285399089908,6.4,74.08,6.95,6.5,9.3,7.39,41.86669348443735,elementary
6,88,114,1219,198,69,39,15,2,16,10,41,74,125,107,1.606060606060606,12.31578947368421,17,2,2,57,1.9649122807017543,27,0.55,0.45,1.2222222222222223,4.25,7,2.628495554245023,55,537,411,117,168,110,75,1,6.415920983778126,2.0396640730475317,6.2,69.18,10.07,7.7,9.5,6.03,109.75599943434342,middle
16,34,133,930,152,40,37,14,3,0,5,9,67,97,83,1.3157894736842106,10.5,12,0,1,45,2.1555555555555554,26,1.0,0.0,18.0,2.9166666666666665,0,1.8544231020862652,53,602,435,76,303,213,31,8,5.788408521303258,1.3213478407557355,3.2,87.82,7.16,5.4,6.9,4.31,119.6651027368421,elementary
6,29,66,480,90,29,17,8,4,0,1,3,37,58,49,1.1111111111111112,8.666666666666666,6,3,2,30,1.9333333333333333,15,1.0,0.0,11.0,2.888888888888889,0,1.4161763857498668,25,301,220,78,88,30,9,6,5.801746031746032,1.4026090868196133,0.3,106.16,4.65,2.8,6.0,3.0,136.160632,elementary
29,34,291,1855,319,77,62,37,15,0,8,54,172,208,171,1.6112852664576802,12.714285714285714,30,4,4,95,1.7157894736842105,47,0.8846153846153846,0.11538461538461539,7.666666666666667,2.2666666666666666,3,2.8345769881556624,133,1305,1171,309,457,418,101,49,6.063646054799901,1.7745928773607347,7.7,59.9,8.68,6.9,10.7,8.69,99.41880758441556,high
32,43,94,870,148,47,24,10,7,0,7,29,91,90,79,1.6824324324324325,15.636363636363637,19,0,0,54,1.6851851851851851,16,0.9333333333333333,0.06666666666666667,14.0,5.25,1,2.483059845090813,64,577,473,119,201,169,17,35,5.34513468013468,2.0430516697829715,7.9,64.91,9.5,9.0,11.2,8.62,55.05958512039311,high
19,148,215,1996,352,108,73,34,7,2,8,34,97,242,182,1.4630681818181819,10.384615384615385,46,3,4,105,1.8761904761904762,37,0.45,0.55,0.8181818181818182,3.7222222222222223,2,2.2271549568817184,77,808,649,225,293,222,72,13,6.092727814820838,1.6678243261889876,4.5,79.16,6.93,4.9,8.3,4.2,56.43259272727272,elementary
41,43,182,1372,237,64,41,27,9,0,7,38,123,143,123,1.5569620253164558,13.4,23,3,3,75,1.7333333333333334,31,0.9473684210526315,0.05263157894736842,18.0,3.4166666666666665,1,2.663747534333488,93,932,823,216,303,264,67,22,6.049574684574685,1.711692035288974,6.6,68.36,8.16,6.5,10.9,8.89,95.19621078818567,high
42,37,133,1108,191,46,39,20,12,0,6,28,115,127,102,1.6282722513089005,14.266666666666667,15,3,3,55,1.8,31,0.7894736842105263,0.21052631578947367,3.75,3.3333333333333335,4,2.7828000856041912,85,822,690,203,300,261,76,29,5.976407376407377,1.726334586048872,7.1,66.94,8.86,7.5,9.9,8.66,117.16409539406631,high
9,42,75,583,110,28,8,12,4,0,20,14,51,52,45,1.3909090909090909,22.666666666666668,19,3,3,28,2.3214285714285716,4,0.5,0.5,1.0,6.666666666666667,1,2.488917584774886,38,353,245,104,67,28,36,2,6.555158730158731,2.235347985347985,8.1,69.82,6.33,8.0,11.2,9.87,-4.837199757575775,elementary
40,44,229,1938,302,101,46,38,12,0,2,77,148,211,187,1.8013245033112584,33.7,21,1,0,97,2.1752577319587627,36,0.9166666666666666,0.08333333333333333,11.0,5.9,2,2.8223188994161017,117,992,844,251,286,234,133,34,5.650373797742218,1.8095596693555875,15.2,35.0,13.29,17.5,17.6,16.3,112.66374725298013,middle
7,40,131,1109,165,47,36,22,13,0,11,40,89,120,99,1.7757575757575759,13.4,7,1,0,46,1.826086956521739,22,0.7142857142857143,0.2857142857142857,2.5,2.5454545454545454,4,2.947137566302385,66,556,446,126,170,112,51,24,5.522785027472527,1.3829723289677525,9.9,43.39,13.49,11.1,12.0,9.25,162.0554960969697,high
8,19,85,513,99,30,14,9,2,0,9,4,57,61,52,1.303030303030303,13.11111111111111,12,1,1,28,1.6428571428571428,12,0.875,0.125,7.0,5.166666666666667,1,2.0225743646412684,38,418,357,75,127,95,45,2,5.527705627705628,1.8602099654731235,4.0,85.69,4.74,3.8,6.4,5.21,65.8472324040404,elementary
10,67,201,1626,274,79,46,26,4,2,13,26,95,165,156,1.4635036496350364,15.19047619047619,26,3,0,81,2.0864197530864197,37,0.8333333333333334,0.16666666666666666,5.0,2.8947368421052633,5,2.278287412046094,66,642,518,111,262,204,50,4,4.812722771056104,1.6929880141707787,6.4,74.19,9.27,8.3,9.0,6.6,96.4057601974279,high
21,34,268,1665,291,87,59,30,17,0,2,39,160,213,165,1.5601374570446735,11.642857142857142,26,4,4,88,1.8409090909090908,39,0.8846153846153846,0.11538461538461539,7.666666666666667,2.6315789473684212,3,2.5578924172386537,123,1279,1119,353,440,375,79,30,6.209403531791591,1.9262093180765731,6.3,69.07,8.33,6.3,8.9,7.31,106.0231767226313,middle
16,21,160,1051,175,51,31,12,7,0,5,25,97,114,94,1.5714285714285714,12.5,13,2,0,52,2.019230769230769,26,1.0,0.0,15.0,3.1538461538461537,0,2.856079802234996,73,799,677,181,259,207,32,23,6.168625356125356,1.7641632290611882,6.2,69.38,9.31,7.2,9.8,7.34,123.77450857142856,high
24,43,94,826,139,47,22,12,5,0,10,24,86,86,81,1.6330935251798562,15.090909090909092,15,0,0,47,1.872340425531915,13,1.0,0.0,12.0,2.5,0,2.394051770043013,62,525,436,114,192,153,15,29,5.6158730158730155,2.2325688200688196,7.5,65.83,9.74,8.8,11.4,8.44,80.54448273642902,high
6,28,88,544,97,38,18,6,3,22,6,3,46,69,51,1.268041237113402,10.833333333333334,9,0,0,33,1.8181818181818181,8,0.6666666666666666,0.3333333333333333,2.0,1.8333333333333333,2,1.8551545675631533,35,358,283,123,95,56,45,4,6.735366767027666,1.4195563695563695,2.2,95.77,2.17,1.3,6.0,4.82,102.46312728522335,middle
25,44,86,887,142,47,21,13,5,0,6,33,84,86,77,1.7394366197183098,15.8,16,0,0,47,1.8297872340425532,15,1.0,0.0,8.0,9.4,0,2.849738187370939,60,502,437,144,155,142,21,26,6.054089635854342,2.2707785411867047,8.8,57.06,11.94,10.4,12.0,9.06,74.14909820845071,high
28,64,94,965,161,53,25,8,5,0,8,24,98,91,87,1.6024844720496894,15.75,24,0,0,58,1.8448275862068966,17,1.0,0.0,14.0,5.111111111111111,0,2.665703631257075,74,727,644,194,210,184,13,29,5.949021131374073,1.9105869975435192,7.8,65.01,9.91,9.3,11.0,8.6,29.643714484472042,middle
26,39,363,2200,369,103,61,38,14,0,29,46,158,238,197,1.5474254742547426,14.89655172413793,38,3,3,104,2.1346153846153846,40,0.8125,0.1875,4.333333333333333,4.260869565217392,6,2.68976981749553,114,1072,919,241,360,315,74,17,5.830078019908528,1.7150239940166963,7.1,66.94,9.56,8.3,10.1,6.85,86.73734729165497,high
11,20,78,524,77,29,12,4,1,30,0,9,43,46,41,1.5064935064935066,12.333333333333334,9,0,0,35,2.4857142857142858,9,0.7142857142857143,0.2857142857142857,2.5,2.3333333333333335,2,2.6266534761410893,33,342,273,88,98,59,49,2,6.056842231842232,1.701037851037851,4.5,79.16,5.83,5.1,7.9,4.96,71.76697534199133,middle
